; IP-ASN32-DAT file
; Original source:%!s(MISSING)
; Converted on:	Tue May 19 12:12:30 2020
1.2.236.0/23	23969
1.2.238.0/24	23969
1.2.239.0/24	23969
1.2.240.0/21	23969
1.2.248.0/22	23969
1.2.252.0/24	23969
1.2.254.0/23	23969
1.3.33.0/24	133741
1.3.34.0/24	133948
1.3.101.0/24	133948
1.3.200.0/24	45250
1.4.128.0/17	23969
1.4.128.0/18	23969
1.4.128.0/19	23969
1.4.128.0/21	23969
1.4.136.0/22	23969
1.4.140.0/23	23969
1.4.142.0/23	23969
1.4.144.0/21	23969
1.4.152.0/22	23969
1.4.156.0/24	23969
1.4.157.0/24	23969
1.4.158.0/24	23969
1.4.159.0/24	23969
1.4.160.0/20	23969
1.4.176.0/20	23969
1.4.192.0/18	23969
1.4.192.0/19	23969
1.4.192.0/22	23969
1.4.196.0/24	23969
1.4.197.0/24	23969
1.4.198.0/24	23969
1.4.200.0/22	23969
1.4.204.0/24	23969
1.4.206.0/24	23969
1.4.207.0/24	23969
1.4.208.0/23	23969
1.4.210.0/23	23969
1.4.212.0/22	23969
1.4.216.0/24	23969
1.4.217.0/24	23969
1.4.218.0/23	23969
1.4.220.0/22	23969
1.4.224.0/20	23969
1.4.240.0/21	23969
1.4.248.0/23	23969
1.4.250.0/23	23969
1.4.252.0/22	23969
1.5.0.0/16	4725
1.6.0.0/22	9583
1.6.4.0/22	9583
1.6.6.0/24	9583
1.6.8.0/22	9583
1.6.12.0/22	9583
1.6.16.0/22	9583
1.6.20.0/22	9583
1.6.24.0/22	9583
1.6.28.0/22	9583
1.6.32.0/22	9583
1.6.36.0/22	9583
1.6.40.0/22	9583
1.6.42.0/24	9583
1.6.44.0/22	9583
1.6.46.0/24	9583
1.6.48.0/22	9583
1.6.52.0/22	9583
1.6.56.0/22	9583
1.6.60.0/22	9583
1.6.64.0/22	9583
1.6.66.0/24	9583
1.6.67.0/24	9583
1.6.68.0/22	9583
1.6.72.0/22	9583
1.6.72.0/24	9583
1.6.73.0/24	9583
1.6.74.0/24	9583
1.6.75.0/24	9583
1.6.76.0/22	9583
1.6.80.0/22	9583
1.6.84.0/22	9583
1.6.88.0/22	9583
1.6.92.0/22	9583
1.6.96.0/22	9583
1.6.100.0/22	9583
1.6.104.0/22	9583
1.6.108.0/22	9583
1.6.112.0/22	9583
1.6.116.0/22	9583
1.6.120.0/22	9583
1.6.124.0/22	9583
1.6.128.0/22	9583
1.6.128.0/24	9583
1.6.132.0/23	9583
1.6.134.0/23	9583
1.6.136.0/22	9583
1.6.136.0/24	132215
1.6.138.0/24	9583
1.6.139.0/24	9583
1.6.140.0/22	9583
1.6.144.0/22	9583
1.6.144.0/24	9583
1.6.146.0/24	9583
1.6.148.0/22	9583
1.6.152.0/22	9583
1.6.156.0/22	9583
1.6.160.0/22	9583
1.6.161.0/24	9583
1.6.164.0/22	9583
1.6.168.0/22	9583
1.6.172.0/22	9583
1.6.176.0/22	9583
1.6.177.0/24	9583
1.6.180.0/22	9583
1.6.184.0/22	9583
1.6.188.0/22	9583
1.6.194.0/24	9583
1.6.195.0/24	9583
1.6.196.0/22	9583
1.6.197.0/24	9583
1.6.198.0/24	9583
1.6.199.0/24	9583
1.6.200.0/22	9583
1.6.200.0/24	9583
1.6.201.0/24	9583
1.6.204.0/22	9583
1.6.208.0/22	9583
1.6.212.0/22	9583
1.6.216.0/22	9583
1.6.219.0/24	137130
1.6.220.0/22	9583
1.6.224.0/22	9583
1.6.226.0/24	132215
1.6.227.0/24	132215
1.6.228.0/22	9583
1.6.228.0/24	132215
1.6.229.0/24	4755
1.6.230.0/24	4755
1.6.232.0/22	9583
1.6.236.0/22	9583
1.6.240.0/22	9583
1.6.244.0/22	9583
1.6.248.0/22	9583
1.6.252.0/22	9583
1.7.128.0/22	9583
1.7.132.0/22	9583
1.7.136.0/22	9583
1.7.140.0/22	9583
1.7.144.0/22	9583
1.7.148.0/22	9583
1.7.152.0/22	9583
1.8.1.0/24	38345
1.8.8.0/24	38345
1.9.0.0/16	4788
1.10.72.0/24	133948
1.10.73.0/24	133948
1.10.99.0/24	138449
1.10.128.0/17	23969
1.10.128.0/24	23969
1.10.129.0/24	23969
1.10.131.0/24	23969
1.10.132.0/22	23969
1.10.132.0/24	23969
1.10.133.0/24	23969
1.10.134.0/24	23969
1.10.135.0/24	23969
1.10.136.0/21	23969
1.10.136.0/23	23969
1.10.138.0/24	23969
1.10.139.0/24	23969
1.10.140.0/24	23969
1.10.141.0/24	23969
1.10.143.0/24	23969
1.10.144.0/20	23969
1.10.144.0/24	23969
1.10.146.0/23	23969
1.10.148.0/23	23969
1.10.150.0/24	23969
1.10.151.0/24	23969
1.10.152.0/24	23969
1.10.153.0/24	23969
1.10.154.0/24	23969
1.10.155.0/24	23969
1.10.156.0/22	23969
1.10.160.0/19	23969
1.10.160.0/22	23969
1.10.164.0/24	23969
1.10.165.0/24	23969
1.10.166.0/24	23969
1.10.167.0/24	23969
1.10.168.0/24	23969
1.10.169.0/24	23969
1.10.170.0/24	23969
1.10.171.0/24	23969
1.10.172.0/24	23969
1.10.173.0/24	23969
1.10.174.0/24	23969
1.10.175.0/24	23969
1.10.176.0/21	23969
1.10.184.0/24	23969
1.10.185.0/24	23969
1.10.186.0/24	23969
1.10.187.0/24	23969
1.10.188.0/24	23969
1.10.189.0/24	23969
1.10.190.0/24	23969
1.10.191.0/24	23969
1.10.192.0/24	23969
1.10.193.0/24	23969
1.10.194.0/24	23969
1.10.195.0/24	23969
1.10.196.0/24	23969
1.10.197.0/24	23969
1.10.198.0/24	23969
1.10.199.0/24	23969
1.10.200.0/24	23969
1.10.201.0/24	23969
1.10.202.0/24	23969
1.10.203.0/24	23969
1.10.204.0/24	23969
1.10.205.0/24	23969
1.10.206.0/24	23969
1.10.207.0/24	23969
1.10.208.0/24	23969
1.10.209.0/24	23969
1.10.210.0/24	23969
1.10.211.0/24	23969
1.10.212.0/24	23969
1.10.213.0/24	23969
1.10.214.0/24	23969
1.10.215.0/24	23969
1.10.216.0/24	23969
1.10.217.0/24	23969
1.10.218.0/24	23969
1.10.219.0/24	23969
1.10.220.0/24	23969
1.10.221.0/24	23969
1.10.222.0/24	23969
1.10.223.0/24	23969
1.10.224.0/20	23969
1.10.240.0/22	23969
1.10.244.0/23	23969
1.10.247.0/24	23969
1.10.248.0/24	23969
1.10.249.0/24	23969
1.10.250.0/24	23969
1.10.251.0/24	23969
1.10.252.0/24	23969
1.10.253.0/24	23969
1.10.254.0/24	23969
1.10.255.0/24	23969
1.11.0.0/21	18313
1.11.24.0/21	18313
1.11.40.0/21	18313
1.11.56.0/21	18313
1.11.64.0/21	38091
1.11.71.0/24	38091
1.11.72.0/21	38091
1.11.80.0/21	38091
1.11.82.0/24	38091
1.11.88.0/21	38091
1.11.92.0/23	45996
1.11.94.0/24	45996
1.11.96.0/22	38669
1.11.100.0/22	38669
1.11.104.0/22	38669
1.11.108.0/22	38669
1.11.112.0/22	38669
1.11.116.0/22	38669
1.11.120.0/22	38669
1.11.124.0/22	38669
1.11.128.0/17	17839
1.11.230.0/24	17839
1.11.231.0/24	17839
1.16.0.0/18	45996
1.18.116.0/24	131098
1.18.118.0/24	131099
1.18.119.0/24	131100
1.18.122.0/24	23599
1.18.123.0/24	23599
1.18.125.0/24	23599
1.18.126.0/24	23599
1.18.127.0/24	23596
1.18.128.0/24	23596
1.18.129.0/24	23596
1.18.130.0/24	23596
1.18.132.0/24	23600
1.18.133.0/24	23600
1.18.134.0/24	23600
1.20.0.0/16	23969
1.20.81.0/24	23969
1.20.83.0/24	23969
1.20.84.0/23	23969
1.20.86.0/24	23969
1.20.87.0/24	23969
1.20.88.0/24	23969
1.20.89.0/24	23969
1.20.90.0/24	23969
1.20.91.0/24	23969
1.20.92.0/24	23969
1.20.94.0/24	23969
1.20.95.0/24	23969
1.20.96.0/22	23969
1.20.96.0/24	23969
1.20.97.0/24	23969
1.20.98.0/24	23969
1.20.99.0/24	23969
1.20.100.0/22	23969
1.20.100.0/24	23969
1.20.101.0/24	23969
1.20.102.0/24	23969
1.20.103.0/24	23969
1.20.104.0/22	23969
1.20.106.0/24	23969
1.20.107.0/24	23969
1.20.108.0/22	23969
1.20.112.0/22	23969
1.20.116.0/22	23969
1.20.117.0/24	56120
1.20.119.0/24	56120
1.20.120.0/24	56120
1.20.121.0/24	56120
1.20.125.0/24	56120
1.20.126.0/24	56120
1.20.127.0/24	56120
1.20.128.0/18	23969
1.20.128.0/19	23969
1.20.137.0/24	23969
1.20.138.0/24	23969
1.20.139.0/24	23969
1.20.140.0/24	23969
1.20.141.0/24	23969
1.20.142.0/24	23969
1.20.143.0/24	23969
1.20.144.0/24	23969
1.20.145.0/24	23969
1.20.146.0/23	23969
1.20.149.0/24	23969
1.20.150.0/24	23969
1.20.151.0/24	23969
1.20.152.0/24	23969
1.20.153.0/24	23969
1.20.154.0/24	23969
1.20.156.0/24	23969
1.20.157.0/24	23969
1.20.158.0/24	23969
1.20.159.0/24	23969
1.20.160.0/19	23969
1.20.160.0/23	23969
1.20.162.0/24	23969
1.20.163.0/24	23969
1.20.164.0/24	23969
1.20.165.0/24	23969
1.20.166.0/23	23969
1.20.168.0/24	23969
1.20.169.0/24	23969
1.20.170.0/24	23969
1.20.171.0/24	23969
1.20.172.0/22	23969
1.20.176.0/24	23969
1.20.177.0/24	23969
1.20.178.0/24	23969
1.20.179.0/24	23969
1.20.180.0/23	23969
1.20.183.0/24	23969
1.20.184.0/24	23969
1.20.185.0/24	23969
1.20.186.0/23	23969
1.20.188.0/24	23969
1.20.189.0/24	23969
1.20.190.0/24	23969
1.20.191.0/24	23969
1.20.192.0/18	23969
1.20.192.0/19	23969
1.20.192.0/24	23969
1.20.193.0/24	23969
1.20.194.0/24	23969
1.20.195.0/24	23969
1.20.196.0/23	23969
1.20.198.0/24	23969
1.20.199.0/24	23969
1.20.200.0/24	23969
1.20.201.0/24	23969
1.20.202.0/24	23969
1.20.204.0/24	23969
1.20.206.0/24	23969
1.20.207.0/24	23969
1.20.210.0/24	23969
1.20.211.0/24	23969
1.20.212.0/24	23969
1.20.213.0/24	23969
1.20.215.0/24	23969
1.20.216.0/24	23969
1.20.217.0/24	23969
1.20.218.0/24	23969
1.20.219.0/24	23969
1.20.220.0/24	23969
1.20.221.0/24	23969
1.20.222.0/24	23969
1.20.223.0/24	23969
1.20.224.0/19	23969
1.20.224.0/24	23969
1.20.225.0/24	23969
1.20.226.0/24	23969
1.20.227.0/24	23969
1.20.228.0/24	23969
1.20.229.0/24	23969
1.20.231.0/24	23969
1.20.232.0/24	23969
1.20.233.0/24	23969
1.20.234.0/24	23969
1.20.235.0/24	23969
1.20.236.0/24	23969
1.20.237.0/24	23969
1.20.238.0/24	23969
1.20.239.0/24	23969
1.20.240.0/24	23969
1.20.241.0/24	23969
1.20.242.0/24	23969
1.20.243.0/24	23969
1.20.244.0/24	23969
1.20.245.0/24	23969
1.20.246.0/24	23969
1.20.247.0/24	23969
1.20.248.0/24	23969
1.20.249.0/24	23969
1.20.250.0/24	23969
1.20.251.0/24	23969
1.20.252.0/24	23969
1.20.253.0/24	23969
1.21.0.0/16	2519
1.22.3.0/24	45528
1.22.4.0/24	45528
1.22.5.0/24	45528
1.22.6.0/24	45528
1.22.7.0/24	45528
1.22.8.0/24	45528
1.22.9.0/24	45528
1.22.11.0/24	45528
1.22.12.0/24	45528
1.22.14.0/24	45528
1.22.15.0/24	45528
1.22.16.0/22	45528
1.22.16.0/23	45528
1.22.16.0/24	45528
1.22.17.0/24	45528
1.22.18.0/23	45528
1.22.18.0/24	45528
1.22.19.0/24	45528
1.22.24.0/23	45528
1.22.24.0/24	45528
1.22.25.0/24	45528
1.22.26.0/24	45528
1.22.27.0/24	45528
1.22.30.0/24	45528
1.22.31.0/24	45528
1.22.33.0/24	45528
1.22.36.0/24	45528
1.22.37.0/24	45528
1.22.40.0/24	45528
1.22.41.0/24	45528
1.22.43.0/24	45528
1.22.44.0/24	45528
1.22.45.0/24	45528
1.22.46.0/24	45528
1.22.47.0/24	45528
1.22.48.0/23	45528
1.22.48.0/24	45528
1.22.49.0/24	45528
1.22.50.0/24	45528
1.22.51.0/24	45528
1.22.52.0/24	45528
1.22.53.0/24	45528
1.22.54.0/24	45528
1.22.55.0/24	45528
1.22.57.0/24	45528
1.22.58.0/23	45528
1.22.58.0/24	45528
1.22.59.0/24	45528
1.22.60.0/24	45528
1.22.61.0/24	45528
1.22.64.0/22	45528
1.22.64.0/24	45528
1.22.65.0/24	45528
1.22.66.0/24	45528
1.22.67.0/24	45528
1.22.69.0/24	45528
1.22.70.0/23	45528
1.22.70.0/24	45528
1.22.71.0/24	45528
1.22.72.0/23	45528
1.22.72.0/24	45528
1.22.73.0/24	45528
1.22.74.0/23	45528
1.22.74.0/24	45528
1.22.75.0/24	45528
1.22.77.0/24	45528
1.22.78.0/24	45528
1.22.79.0/24	45528
1.22.80.0/24	45528
1.22.81.0/24	45528
1.22.82.0/24	45528
1.22.83.0/24	45528
1.22.84.0/22	45528
1.22.84.0/24	45528
1.22.85.0/24	45528
1.22.86.0/24	45528
1.22.87.0/24	45528
1.22.88.0/23	45528
1.22.88.0/24	45528
1.22.90.0/24	45528
1.22.91.0/24	45528
1.22.96.0/24	45528
1.22.97.0/24	45528
1.22.99.0/24	45528
1.22.100.0/24	45528
1.22.101.0/24	45528
1.22.102.0/24	45528
1.22.103.0/24	45528
1.22.104.0/24	45528
1.22.105.0/24	45528
1.22.106.0/24	45528
1.22.107.0/24	45528
1.22.108.0/24	45528
1.22.109.0/24	45528
1.22.112.0/23	45528
1.22.112.0/24	45528
1.22.113.0/24	45528
1.22.116.0/24	45528
1.22.117.0/24	45528
1.22.118.0/24	45528
1.22.119.0/24	45528
1.22.120.0/22	45528
1.22.120.0/23	45528
1.22.120.0/24	45528
1.22.121.0/24	45528
1.22.122.0/24	45528
1.22.123.0/24	45528
1.22.124.0/24	45528
1.22.125.0/24	45528
1.22.126.0/24	45528
1.22.127.0/24	45528
1.22.132.0/23	45528
1.22.132.0/24	45528
1.22.133.0/24	45528
1.22.134.0/24	45528
1.22.135.0/24	45528
1.22.136.0/24	45528
1.22.137.0/24	45528
1.22.138.0/24	45528
1.22.139.0/24	45528
1.22.140.0/24	45528
1.22.144.0/21	45528
1.22.145.0/24	45528
1.22.146.0/23	45528
1.22.146.0/24	45528
1.22.147.0/24	45528
1.22.148.0/23	45528
1.22.148.0/24	45528
1.22.149.0/24	45528
1.22.150.0/23	45528
1.22.150.0/24	45528
1.22.151.0/24	45528
1.22.152.0/24	45528
1.22.153.0/24	45528
1.22.154.0/24	45528
1.22.155.0/24	45528
1.22.156.0/24	45528
1.22.157.0/24	45528
1.22.158.0/24	45528
1.22.159.0/24	45528
1.22.160.0/24	45528
1.22.161.0/24	45528
1.22.163.0/24	45528
1.22.164.0/24	45528
1.22.165.0/24	45528
1.22.166.0/24	45528
1.22.167.0/24	45528
1.22.170.0/24	45528
1.22.171.0/24	45528
1.22.172.0/24	45528
1.22.173.0/24	45528
1.22.176.0/24	45528
1.22.177.0/24	45528
1.22.178.0/24	45528
1.22.179.0/24	45528
1.22.180.0/24	45528
1.22.181.0/24	45528
1.22.182.0/24	45528
1.22.183.0/24	45528
1.22.184.0/23	45528
1.22.184.0/24	45528
1.22.185.0/24	45528
1.22.186.0/23	45528
1.22.186.0/24	45528
1.22.187.0/24	45528
1.22.188.0/24	45528
1.22.189.0/24	45528
1.22.192.0/23	45528
1.22.192.0/24	45528
1.22.193.0/24	45528
1.22.194.0/23	45528
1.22.194.0/24	45528
1.22.195.0/24	45528
1.22.196.0/24	45528
1.22.197.0/24	45528
1.22.198.0/24	45528
1.22.199.0/24	45528
1.22.200.0/23	45528
1.22.200.0/24	45528
1.22.201.0/24	45528
1.22.202.0/23	45528
1.22.202.0/24	45528
1.22.203.0/24	45528
1.22.204.0/23	45528
1.22.204.0/24	45528
1.22.205.0/24	45528
1.22.206.0/24	45528
1.22.207.0/24	45528
1.22.208.0/23	45528
1.22.208.0/24	45528
1.22.209.0/24	45528
1.22.210.0/24	45528
1.22.214.0/24	45528
1.22.215.0/24	45528
1.22.228.0/24	45528
1.22.229.0/24	45528
1.22.230.0/24	45528
1.22.231.0/24	45528
1.22.232.0/23	45528
1.22.232.0/24	45528
1.22.233.0/24	45528
1.22.234.0/24	45528
1.22.235.0/24	45528
1.22.240.0/23	45528
1.22.240.0/24	45528
1.22.241.0/24	45528
1.22.242.0/24	45528
1.22.243.0/24	45528
1.22.248.0/24	45528
1.22.249.0/24	45528
1.22.250.0/24	45528
1.22.251.0/24	45528
1.22.252.0/23	45528
1.22.252.0/24	45528
1.22.253.0/24	45528
1.22.254.0/24	45528
1.22.255.0/24	45528
1.23.0.0/24	45528
1.23.1.0/24	45528
1.23.2.0/24	45528
1.23.3.0/24	45528
1.23.4.0/24	45528
1.23.5.0/24	45528
1.23.6.0/24	45528
1.23.10.0/23	45528
1.23.10.0/24	45528
1.23.11.0/24	45528
1.23.13.0/24	45528
1.23.15.0/24	45528
1.23.16.0/21	45528
1.23.16.0/22	45528
1.23.16.0/24	45528
1.23.17.0/24	45528
1.23.18.0/24	45528
1.23.19.0/24	45528
1.23.20.0/22	45528
1.23.20.0/24	45528
1.23.21.0/24	45528
1.23.22.0/24	45528
1.23.23.0/24	45528
1.23.25.0/24	45528
1.23.26.0/24	45528
1.23.27.0/24	45528
1.23.28.0/24	45528
1.23.29.0/24	45528
1.23.30.0/24	45528
1.23.31.0/24	45528
1.23.33.0/24	45528
1.23.34.0/24	45528
1.23.35.0/24	45528
1.23.36.0/24	45528
1.23.37.0/24	45528
1.23.38.0/24	45528
1.23.39.0/24	45528
1.23.40.0/24	45528
1.23.41.0/24	45528
1.23.42.0/24	45528
1.23.43.0/24	45528
1.23.44.0/24	45528
1.23.45.0/24	45528
1.23.47.0/24	45528
1.23.48.0/24	45528
1.23.49.0/24	45528
1.23.50.0/24	45528
1.23.51.0/24	45528
1.23.52.0/24	45528
1.23.55.0/24	45528
1.23.56.0/24	45528
1.23.57.0/24	45528
1.23.61.0/24	45528
1.23.62.0/24	45528
1.23.63.0/24	45528
1.23.68.0/24	45528
1.23.69.0/24	45528
1.23.70.0/24	45528
1.23.72.0/24	45528
1.23.73.0/24	45528
1.23.74.0/23	45528
1.23.74.0/24	45528
1.23.75.0/24	45528
1.23.76.0/23	45528
1.23.76.0/24	45528
1.23.77.0/24	45528
1.23.78.0/24	45528
1.23.79.0/24	45528
1.23.80.0/24	45528
1.23.81.0/24	45528
1.23.82.0/24	45528
1.23.83.0/24	45528
1.23.84.0/24	45528
1.23.85.0/24	45528
1.23.86.0/24	45528
1.23.87.0/24	45528
1.23.89.0/24	45528
1.23.90.0/23	45528
1.23.90.0/24	45528
1.23.91.0/24	45528
1.23.92.0/24	45528
1.23.93.0/24	45528
1.23.94.0/23	45528
1.23.94.0/24	45528
1.23.95.0/24	45528
1.23.97.0/24	45528
1.23.98.0/24	45528
1.23.99.0/24	45528
1.23.104.0/22	45528
1.23.104.0/24	45528
1.23.105.0/24	45528
1.23.106.0/24	45528
1.23.107.0/24	45528
1.23.108.0/22	45528
1.23.108.0/24	45528
1.23.109.0/24	45528
1.23.110.0/24	45528
1.23.111.0/24	45528
1.23.119.0/24	45528
1.23.121.0/24	45528
1.23.122.0/24	45528
1.23.123.0/24	45528
1.23.124.0/24	45528
1.23.125.0/24	45528
1.23.126.0/24	45528
1.23.127.0/24	45528
1.23.128.0/24	45528
1.23.130.0/24	45528
1.23.131.0/24	45528
1.23.132.0/24	45528
1.23.140.0/24	45528
1.23.142.0/24	45528
1.23.143.0/24	45528
1.23.144.0/23	45528
1.23.144.0/24	45528
1.23.146.0/24	45528
1.23.147.0/24	45528
1.23.148.0/22	45528
1.23.148.0/24	45528
1.23.149.0/24	45528
1.23.150.0/24	45528
1.23.151.0/24	45528
1.23.160.0/23	45528
1.23.161.0/24	45528
1.23.162.0/24	45528
1.23.163.0/24	45528
1.23.164.0/24	45528
1.23.165.0/24	45528
1.23.166.0/24	45528
1.23.167.0/24	45528
1.23.174.0/24	45528
1.23.175.0/24	45528
1.23.176.0/23	45528
1.23.177.0/24	45528
1.23.178.0/23	45528
1.23.178.0/24	45528
1.23.179.0/24	45528
1.23.180.0/23	45528
1.23.180.0/24	45528
1.23.181.0/24	45528
1.23.182.0/24	45528
1.23.183.0/24	45528
1.23.185.0/24	45528
1.23.186.0/24	45528
1.23.187.0/24	45528
1.23.188.0/24	45528
1.23.189.0/24	45528
1.23.190.0/24	45528
1.23.191.0/24	45528
1.23.192.0/24	45528
1.23.194.0/23	45528
1.23.194.0/24	45528
1.23.195.0/24	45528
1.23.196.0/24	45528
1.23.198.0/24	45528
1.23.200.0/22	45528
1.23.200.0/24	45528
1.23.201.0/24	45528
1.23.202.0/24	45528
1.23.203.0/24	45528
1.23.204.0/24	45528
1.23.206.0/24	45528
1.23.207.0/24	45528
1.23.208.0/24	45528
1.23.209.0/24	45528
1.23.210.0/24	45528
1.23.211.0/24	45528
1.23.212.0/24	45528
1.23.213.0/24	45528
1.23.214.0/24	45528
1.23.216.0/24	45528
1.23.217.0/24	45528
1.23.218.0/23	45528
1.23.219.0/24	45528
1.23.220.0/24	45528
1.23.224.0/24	45528
1.23.225.0/24	45528
1.23.226.0/24	45528
1.23.227.0/24	45528
1.23.228.0/24	45528
1.23.229.0/24	45528
1.23.230.0/23	45528
1.23.230.0/24	45528
1.23.231.0/24	45528
1.23.232.0/24	45528
1.23.233.0/24	45528
1.23.234.0/24	45528
1.23.235.0/24	45528
1.23.236.0/24	45528
1.23.237.0/24	45528
1.23.238.0/23	45528
1.23.238.0/24	45528
